2023-03-10 17:41:27,21.0
2023-03-10 17:44:09,21.0
2023-03-10 17:44:42,21.0
2023-03-10 17:46:07,21.0
2023-03-10 17:47:58,21.0
2023-03-10 17:48:32,21.0
2023-03-10 17:49:09,21.0
2023-03-10 17:49:38,21.0
2023-03-10 17:50:58,21.0
2023-03-10 17:54:16,21.0
2023-03-10 17:54:28,21.0
2023-03-10 17:54:42,21.0
2023-03-10 17:57:05,21.0
2023-03-10 17:57:17,21.0
2023-03-10 17:57:28,21.0
2023-03-10 17:57:49,21.0
2023-03-10 17:58:01,21.0
2023-03-10 17:58:13,21.0
2023-03-10 17:58:24,21.0
2023-03-10 17:58:36,21.0
2023-03-10 17:58:47,21.0
2023-03-12 11:55:27,21.0
2023-03-12 11:59:07,21.0
2023-03-12 12:29:11,21.0
2023-03-12 12:59:13,21.0
2023-03-12 13:29:14,21.0
2023-03-12 13:59:23,21.0
2023-03-12 14:29:25,21.0
2023-03-12 14:59:26,21.0
2023-03-12 15:29:28,21.0
2023-03-12 15:59:30,21.0
2023-03-12 16:29:31,21.0
2023-03-12 16:59:33,21.0
2023-03-12 17:29:34,21.0
2023-03-12 17:59:36,21.0
2023-03-12 18:29:38,21.0
2023-03-12 18:59:39,20.0
2023-03-12 19:29:43,20.0
2023-03-12 19:59:45,20.0
2023-03-12 20:29:47,20.0
2023-03-12 20:59:48,20.0
2023-03-12 21:29:50,20.0
2023-03-12 21:59:51,21.0
2023-03-12 22:29:53,21.0
2023-03-12 22:59:55,21.0
2023-03-12 23:29:56,21.0
2023-03-12 23:59:58,21.0
2023-03-13 00:29:59,21.0
2023-03-13 01:00:06,21.0
2023-03-13 01:30:10,21.0
2023-03-13 02:00:12,21.0
2023-03-13 02:30:13,20.0
2023-03-13 03:00:15,20.0
2023-03-13 03:30:16,20.0
2023-03-13 04:00:18,20.0
2023-03-13 04:30:20,20.0
2023-03-13 05:00:24,20.0
2023-03-13 05:30:25,20.0
2023-03-13 06:00:29,20.0
2023-03-13 06:30:39,20.0
2023-03-13 07:00:45,20.0
2023-03-13 07:30:47,20.0
2023-03-13 08:00:51,20.0
2023-03-13 08:30:53,20.0
2023-03-13 09:00:54,20.0
2023-03-13 09:30:56,20.0
2023-03-13 10:00:57,20.0
2023-03-13 10:31:04,20.0
2023-03-13 11:01:06,20.0
2023-03-13 11:30:41,21.0
2023-03-13 11:31:07,21.0
2023-03-13 12:01:09,21.0
2023-03-13 12:31:10,21.0
2023-03-13 13:01:12,21.0
2023-03-13 13:31:13,21.0
2023-03-13 14:01:15,21.0
2023-03-13 14:31:22,21.0
2023-03-13 15:01:23,21.0
2023-03-13 15:31:25,21.0
2023-03-13 16:01:26,21.0
2023-03-13 16:31:28,21.0
2023-03-13 17:01:30,21.0
2023-03-13 17:31:31,21.0
2023-03-13 18:01:33,21.0
2023-03-13 18:31:35,21.0
2023-03-13 19:01:36,21.0
2023-03-13 19:31:38,21.0
2023-03-13 20:01:39,21.0
2023-03-13 20:31:41,21.0
2023-03-13 21:01:43,21.0
2023-03-13 21:31:44,21.0
2023-03-13 22:01:46,22.0
2023-03-13 22:31:47,21.0
2023-03-13 23:01:49,22.0
2023-03-13 23:31:51,22.0
2023-03-14 00:01:52,22.0
2023-03-14 00:31:54,22.0
2023-03-14 01:01:55,22.0
2023-03-14 01:32:00,22.0
2023-03-14 02:02:01,21.0
2023-03-14 02:32:05,22.0
2023-03-14 03:02:07,21.0
2023-03-14 03:32:09,21.0
2023-03-14 04:02:10,21.0
2023-03-14 04:32:12,21.0
2023-03-14 05:02:13,21.0
2023-03-14 05:32:15,21.0
2023-03-14 06:02:16,21.0
2023-03-14 06:32:21,21.0
2023-03-14 07:02:22,21.0
2023-03-14 07:32:24,21.0
2023-03-14 08:02:25,21.0
2023-03-14 08:32:27,21.0
2023-03-14 09:02:28,21.0
2023-03-14 09:32:30,21.0
2023-03-14 10:02:32,21.0
2023-03-14 10:32:33,21.0
2023-03-14 11:02:35,21.0
2023-03-14 11:32:36,21.0
2023-03-14 12:02:38,21.0
2023-03-14 12:32:40,21.0
2023-03-14 13:02:41,21.0
2023-03-14 13:32:43,22.0
2023-03-14 14:02:44,22.0
2023-03-14 14:32:46,22.0
2023-03-14 15:02:48,22.0
2023-03-14 15:32:52,22.0
2023-03-14 16:02:53,22.0
2023-03-14 16:32:55,22.0
2023-03-14 17:02:57,22.0
2023-03-14 17:32:58,22.0
2023-03-14 18:03:00,22.0
2023-03-14 18:33:01,22.0
